;num_tipo;codigo;banco;descricao;tipo;unidade;quantidade;valor_unitario;total
;Composição Auxiliar; 91693 ;SINAPI;"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHI DIURNO. AF_08/2015";CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,0440000;27,70;1,21
;Composição Auxiliar; 91692 ;SINAPI;"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHP DIURNO. AF_08/2015";CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,0110000;29,26;0,32
;Composição Auxiliar; 88262 ;SINAPI;CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;1,3340000;25,69;34,27
;Insumo; 00006212 ;SINAPI;TABUA *2,5 X 30 CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA;Material;M;1,1550000;13,20;15,24
;Insumo; 00040304 ;SINAPI;PREGO DE ACO POLIDO COM CABECA DUPLA 17 X 27 (2 1/2 X 11);Material;KG;0,0290000;23,84;0,69
;Insumo; 00005074 ;SINAPI;PREGO DE ACO POLIDO COM CABECA 15 X 18 (1 1/2 X 13);Material;KG;0,0110000;21,64;0,23
;Insumo; 00004491 ;SINAPI;PONTALETE *7,5 X 7,5* CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA;Material;M;0,6750000;7,96;5,37
;Insumo; 00002692 ;SINAPI;DESMOLDANTE PROTETOR PARA FORMAS DE MADEIRA, DE BASE OLEOSA EMULSIONADA EM AGUA;Material;L;0,0167000;6,78;0,11
;Insumo; 00004517 ;SINAPI;SARRAFO *2,5 X 7,5* CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA;Material;M;0,9240000;2,78;2,56
; 2.2.2.4 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 96543 ;SINAPI;ARMAÇÃO DE BLOCO UTILIZANDO AÇO CA-60 DE 5 MM - MONTAGEM. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;19,84;19,84
;Composição Auxiliar; 88238 ;SINAPI;AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0970000;21,47;2,08
;Composição Auxiliar; 88245 ;SINAPI;ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2520000;25,83;6,50
;Composição Auxiliar; 92800 ;SINAPI;CORTE E DOBRA DE AÇO CA-60, DIÂMETRO DE 5,0 MM. AF_06/2022;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;10,54;10,54
;Insumo; 00043132 ;SINAPI;ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M);Material;KG;0,0250000;18,98;0,47
;Insumo; 00039017 ;SINAPI;ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM;Material;UN;1,1430000;0,22;0,25
; 2.2.2.5 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 96545 ;SINAPI;ARMAÇÃO DE BLOCO UTILIZANDO AÇO CA-50 DE 8 MM - MONTAGEM. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;16,43;16,43
;Composição Auxiliar; 88245 ;SINAPI;ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1500000;25,83;3,87
;Composição Auxiliar; 88238 ;SINAPI;AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0570000;21,47;1,22
;Composição Auxiliar; 92802 ;SINAPI;CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 8,0 MM. AF_06/2022;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;10,74;10,74
;Insumo; 00039017 ;SINAPI;ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM;Material;UN;0,6350000;0,22;0,13
;Insumo; 00043132 ;SINAPI;ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M);Material;KG;0,0250000;18,98;0,47
; 2.2.2.6 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 96546 ;SINAPI;ARMAÇÃO DE BLOCO UTILIZANDO AÇO CA-50 DE 10 MM - MONTAGEM. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;14,45;14,45
;Composição Auxiliar; 92803 ;SINAPI;CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 10,0 MM. AF_06/2022;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;9,95;9,95
;Composição Auxiliar; 88245 ;SINAPI;ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1160000;25,83;2,99
;Composição Auxiliar; 88238 ;SINAPI;AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0440000;21,47;0,94
;Insumo; 00039017 ;SINAPI;ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM;Material;UN;0,4800000;0,22;0,10
;Insumo; 00043132 ;SINAPI;ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M);Material;KG;0,0250000;18,98;0,47
; 2.2.2.7 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 0601003054 ;AGESUL;CONCRETO USINADO CONVENCIONAL, CONTROLE TIPO A, CONSISTENCIA NORMAL PARA VIBRACAO, BRITA 1, FCK=25,0 MPA (SEM LANCAMENTO E ADENSAMENTO);6;m³;1,0000000;620,76;620,76
;Insumo; 6348 ;AGESUL;CONCRETO USINADO BOMBEAVEL, CLASSE DE RESISTENCIA C25, COM BRITA 0 E 1, SLUMP = 100 +/- 20 MM, EXCLUI SERVICO DE BOMBEAMENTO (NBR 8953) - SINAPI - 00034493;Material;m³;1,0500000;591,20;620,76
; 2.2.2.8 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 103673 ;SINAPI;LANÇAMENTO COM USO DE BOMBA, ADENSAMENTO E ACABAMENTO DE CONCRETO EM ESTRUTURAS. AF_02/2022;FUES - FUNDAÇÕES E ESTRUTURAS;m³;1,0000000;39,96;39,96
;Composição Auxiliar; 88316 ;SINAPI;SERVENTE COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;1,3450000;20,96;28,19
;Composição Auxiliar; 90587 ;SINAPI;VIBRADOR DE IMERSÃO, DIÂMETRO DE PONTEIRA 45MM, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 CV - CHI DIURNO. AF_06/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,1300000;0,53;0,06
;Composição Auxiliar; 88309 ;SINAPI;PEDREIRO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2240000;26,04;5,83
;Composição Auxiliar; 88262 ;SINAPI;CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2240000;25,69;5,75
;Composição Auxiliar; 90586 ;SINAPI;VIBRADOR DE IMERSÃO, DIÂMETRO DE PONTEIRA 45MM, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 CV - CHP DIURNO. AF_06/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,0940000;1,42;0,13
; 2.2.3 ;;;VIGA BALDRAME (BANHEIRO TIPO 01);;;;;20.471,03
; 2.2.3.1 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 96525 ;SINAPI;ESCAVAÇÃO MECANIZADA PARA VIGA BALDRAME OU SAPATA CORRIDA COM MINI-ESCAVADEIRA (INCLUINDO ESCAVAÇÃO PARA COLOCAÇÃO DE FÔRMAS). AF_01/2024;MOVT - MOVIMENTO DE TERRA;m³;1,0000000;52,39;52,39
;Composição Auxiliar; 96245 ;SINAPI;MINIESCAVADEIRA SOBRE ESTEIRAS, POTENCIA LIQUIDA DE *30* HP, PESO OPERACIONAL DE *3.500* KG - CHP DIURNO. AF_04/2017;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,3280000;112,70;36,96
;Composição Auxiliar; 88316 ;SINAPI;SERVENTE COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1360000;20,96;2,85
;Composição Auxiliar; 88309 ;SINAPI;PEDREIRO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0860000;26,04;2,23
;Composição Auxiliar; 96246 ;SINAPI;MINIESCAVADEIRA SOBRE ESTEIRAS, POTENCIA LIQUIDA DE *30* HP, PESO OPERACIONAL DE *3.500* KG - CHI DIURNO. AF_04/2017;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,1640000;63,14;10,35
; 2.2.3.2 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 96536 ;SINAPI;FABRICAÇÃO, MONTAGEM E DESMONTAGEM DE FÔRMA PARA VIGA BALDRAME, EM MADEIRA SERRADA, E=25 MM, 4 UTILIZAÇÕES. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;m²;1,0000000;63,16;63,16
;Composição Auxiliar; 88239 ;SINAPI;AJUDANTE DE CARPINTEIRO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,4770000;21,39;10,20
;Composição Auxiliar; 91692 ;SINAPI;"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHP DIURNO. AF_08/2015";CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,0130000;29,26;0,38
;Composição Auxiliar; 88262 ;SINAPI;CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;1,0880000;25,69;27,95
;Composição Auxiliar; 91693 ;SINAPI;"SERRA CIRCULAR DE BANCADA COM MOTOR ELÉTRICO POTÊNCIA DE 5HP, COM COIFA PARA DISCO 10"" - CHI DIURNO. AF_08/2015";CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,0530000;27,70;1,46
;Insumo; 00006212 ;SINAPI;TABUA *2,5 X 30 CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA;Material;M;1,1340000;13,20;14,96
;Insumo; 00004491 ;SINAPI;PONTALETE *7,5 X 7,5* CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA;Material;M;0,6050000;7,96;4,81
;Insumo; 00005073 ;SINAPI;PREGO DE ACO POLIDO COM CABECA 17 X 24 (2 1/4 X 11);Material;KG;0,0260000;19,69;0,51
;Insumo; 00002692 ;SINAPI;DESMOLDANTE PROTETOR PARA FORMAS DE MADEIRA, DE BASE OLEOSA EMULSIONADA EM AGUA;Material;L;0,0167000;6,78;0,11
;Insumo; 00004517 ;SINAPI;SARRAFO *2,5 X 7,5* CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA;Material;M;0,5470000;2,78;1,52
;Insumo; 00040304 ;SINAPI;PREGO DE ACO POLIDO COM CABECA DUPLA 17 X 27 (2 1/2 X 11);Material;KG;0,0530000;23,84;1,26
; 2.2.3.3 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 95241 ;SINAPI;LASTRO DE CONCRETO MAGRO, APLICADO EM PISOS, LAJES SOBRE SOLO OU RADIERS, ESPESSURA DE 5 CM. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;m²;1,0000000;34,52;34,52
;Composição Auxiliar; 94968 ;SINAPI;CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 600 L. AF_05/2021;FUES - FUNDAÇÕES E ESTRUTURAS;m³;0,0690000;376,72;25,99
;Composição Auxiliar; 88316 ;SINAPI;SERVENTE COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0919000;20,96;1,92
;Composição Auxiliar; 88309 ;SINAPI;PEDREIRO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2541500;26,04;6,61
; 2.2.3.4 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 96543 ;SINAPI;ARMAÇÃO DE BLOCO UTILIZANDO AÇO CA-60 DE 5 MM - MONTAGEM. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;19,84;19,84
;Composição Auxiliar; 88238 ;SINAPI;AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0970000;21,47;2,08
;Composição Auxiliar; 88245 ;SINAPI;ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2520000;25,83;6,50
;Composição Auxiliar; 92800 ;SINAPI;CORTE E DOBRA DE AÇO CA-60, DIÂMETRO DE 5,0 MM. AF_06/2022;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;10,54;10,54
;Insumo; 00043132 ;SINAPI;ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M);Material;KG;0,0250000;18,98;0,47
;Insumo; 00039017 ;SINAPI;ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM;Material;UN;1,1430000;0,22;0,25
; 2.2.3.5 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 96544 ;SINAPI;ARMAÇÃO DE BLOCO UTILIZANDO AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;18,08;18,08
;Composição Auxiliar; 92801 ;SINAPI;CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 6,3 MM. AF_06/2022;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;10,76;10,76
;Composição Auxiliar; 88245 ;SINAPI;ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1960000;25,83;5,06
;Composição Auxiliar; 88238 ;SINAPI;AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0750000;21,47;1,61
;Insumo; 00043132 ;SINAPI;ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M);Material;KG;0,0250000;18,98;0,47
;Insumo; 00039017 ;SINAPI;ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM;Material;UN;0,8560000;0,22;0,18
; 2.2.3.6 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 96545 ;SINAPI;ARMAÇÃO DE BLOCO UTILIZANDO AÇO CA-50 DE 8 MM - MONTAGEM. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;16,43;16,43
;Composição Auxiliar; 88245 ;SINAPI;ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1500000;25,83;3,87
;Composição Auxiliar; 88238 ;SINAPI;AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0570000;21,47;1,22
;Composição Auxiliar; 92802 ;SINAPI;CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 8,0 MM. AF_06/2022;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;10,74;10,74
;Insumo; 00039017 ;SINAPI;ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM;Material;UN;0,6350000;0,22;0,13
;Insumo; 00043132 ;SINAPI;ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M);Material;KG;0,0250000;18,98;0,47
; 2.2.3.7 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 96546 ;SINAPI;ARMAÇÃO DE BLOCO UTILIZANDO AÇO CA-50 DE 10 MM - MONTAGEM. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;14,45;14,45
;Composição Auxiliar; 92803 ;SINAPI;CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 10,0 MM. AF_06/2022;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;9,95;9,95
;Composição Auxiliar; 88245 ;SINAPI;ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1160000;25,83;2,99
;Composição Auxiliar; 88238 ;SINAPI;AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0440000;21,47;0,94
;Insumo; 00039017 ;SINAPI;ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM;Material;UN;0,4800000;0,22;0,10
;Insumo; 00043132 ;SINAPI;ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M);Material;KG;0,0250000;18,98;0,47
; 2.2.3.8 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 104920 ;SINAPI;ARMAÇÃO DE BLOCO, SAPATA ISOLADA, VIGA BALDRAME E SAPATA CORRIDA UTILIZANDO AÇO CA-50 DE 12,5 MM - MONTAGEM. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;11,24;11,24
;Composição Auxiliar; 88245 ;SINAPI;ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0640000;25,83;1,65
;Composição Auxiliar; 88238 ;SINAPI;AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0250000;21,47;0,53
;Composição Auxiliar; 92804 ;SINAPI;CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 12,5 MM. AF_06/2022;FUES - FUNDAÇÕES E ESTRUTURAS;KG;1,0000000;8,53;8,53
;Insumo; 00039017 ;SINAPI;ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM;Material;UN;0,3170000;0,22;0,06
;Insumo; 00043132 ;SINAPI;ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M);Material;KG;0,0250000;18,98;0,47
; 2.2.3.9 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 0601003054 ;AGESUL;CONCRETO USINADO CONVENCIONAL, CONTROLE TIPO A, CONSISTENCIA NORMAL PARA VIBRACAO, BRITA 1, FCK=25,0 MPA (SEM LANCAMENTO E ADENSAMENTO);6;m³;1,0000000;620,76;620,76
;Insumo; 6348 ;AGESUL;CONCRETO USINADO BOMBEAVEL, CLASSE DE RESISTENCIA C25, COM BRITA 0 E 1, SLUMP = 100 +/- 20 MM, EXCLUI SERVICO DE BOMBEAMENTO (NBR 8953) - SINAPI - 00034493;Material;m³;1,0500000;591,20;620,76
; 2.2.3.10 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 103673 ;SINAPI;LANÇAMENTO COM USO DE BOMBA, ADENSAMENTO E ACABAMENTO DE CONCRETO EM ESTRUTURAS. AF_02/2022;FUES - FUNDAÇÕES E ESTRUTURAS;m³;1,0000000;39,96;39,96
;Composição Auxiliar; 88316 ;SINAPI;SERVENTE COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;1,3450000;20,96;28,19
;Composição Auxiliar; 90587 ;SINAPI;VIBRADOR DE IMERSÃO, DIÂMETRO DE PONTEIRA 45MM, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 CV - CHI DIURNO. AF_06/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,1300000;0,53;0,06
;Composição Auxiliar; 88309 ;SINAPI;PEDREIRO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2240000;26,04;5,83
;Composição Auxiliar; 88262 ;SINAPI;CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2240000;25,69;5,75
;Composição Auxiliar; 90586 ;SINAPI;VIBRADOR DE IMERSÃO, DIÂMETRO DE PONTEIRA 45MM, MOTOR ELÉTRICO TRIFÁSICO POTÊNCIA DE 2 CV - CHP DIURNO. AF_06/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,0940000;1,42;0,13
; 2.2.3.11 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 98557 ;SINAPI;IMPERMEABILIZAÇÃO DE SUPERFÍCIE COM EMULSÃO ASFÁLTICA, 2 DEMÃOS. AF_09/2023;IMPE - IMPERMEABILIZAÇÕES E PROTEÇÕES DIVERSAS;m²;1,0000000;61,20;61,20
;Composição Auxiliar; 88270 ;SINAPI;IMPERMEABILIZADOR COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,4299000;25,85;11,11
;Composição Auxiliar; 88243 ;SINAPI;AJUDANTE ESPECIALIZADO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0969000;21,81;2,11
;Insumo; 00000626 ;SINAPI;MANTA LIQUIDA DE BASE ASFALTICA MODIFICADA COM A ADICAO DE ELASTOMEROS DILUIDOS EM SOLVENTE ORGANICO, APLICACAO A FRIO (MEMBRANA IMPERMEABILIZANTE ASFALTICA);Material;KG;1,5000000;31,99;47,98
; 2.2.3.12 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 104740 ;SINAPI;REATERRO MECANIZADO DE VALA COM MINICARREGADEIRA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023;MOVT - MOVIMENTO DE TERRA;m³;1,0000000;26,21;26,21
;Composição Auxiliar; 88316 ;SINAPI;SERVENTE COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1012000;20,96;2,12
;Composição Auxiliar; 90693 ;SINAPI;MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - CHI DIURNO. AF_06/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,1072000;56,65;6,07
;Composição Auxiliar; 5903 ;SINAPI;CAMINHÃO PIPA 10.000 L TRUCADO, PESO BRUTO TOTAL 23.000 KG, CARGA ÚTIL MÁXIMA 15.935 KG, DISTÂNCIA ENTRE EIXOS 4,8 M, POTÊNCIA 230 CV, INCLUSIVE TANQUE DE AÇO PARA TRANSPORTE DE ÁGUA - CHI DIURNO. AF_06/2014;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,0006000;69,22;0,04
;Composição Auxiliar; 5901 ;SINAPI;CAMINHÃO PIPA 10.000 L TRUCADO, PESO BRUTO TOTAL 23.000 KG, CARGA ÚTIL MÁXIMA 15.935 KG, DISTÂNCIA ENTRE EIXOS 4,8 M, POTÊNCIA 230 CV, INCLUSIVE TANQUE DE AÇO PARA TRANSPORTE DE ÁGUA - CHP DIURNO. AF_06/2014;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,0054000;310,40;1,67
;Composição Auxiliar; 90692 ;SINAPI;MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - CHP DIURNO. AF_06/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,0742000;126,44;9,38
;Composição Auxiliar; 91533 ;SINAPI;COMPACTADOR DE SOLOS DE PERCUSSÃO (SOQUETE) COM MOTOR A GASOLINA 4 TEMPOS, POTÊNCIA 4 CV - CHP DIURNO. AF_08/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,1962000;35,33;6,93
; 2.2.4 ;;;PILARES  (BANHEIRO TIPO 01);;;;;16.120,84
; 2.2.4.1 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 92439 ;SINAPI;MONTAGEM E DESMONTAGEM DE FÔRMA DE PILARES RETANGULARES E ESTRUTURAS SIMILARES, PÉ-DIREITO SIMPLES, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, 14 UTILIZAÇÕES. AF_09/2020;FUES - FUNDAÇÕES E ESTRUTURAS;m²;1,0000000;64,74;64,74
;Composição Auxiliar; 88262 ;SINAPI;CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,6220000;25,69;15,97
;Composição Auxiliar; 92264 ;SINAPI;FABRICAÇÃO DE FÔRMA PARA PILARES E ESTRUTURAS SIMILARES, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E = 18 MM. AF_09/2020;FUES - FUNDAÇÕES E ESTRUTURAS;m²;0,0860000;226,18;19,45
;Composição Auxiliar; 88239 ;SINAPI;AJUDANTE DE CARPINTEIRO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1140000;21,39;2,43
;Insumo; 00002692 ;SINAPI;DESMOLDANTE PROTETOR PARA FORMAS DE MADEIRA, DE BASE OLEOSA EMULSIONADA EM AGUA;Material;L;0,0040000;6,78;0,02
;Insumo; 00040287 ;SINAPI;"LOCACAO DE BARRA DE ANCORAGEM DE 0,80 A 1,20 M DE EXTENSAO, COM ROSCA DE 5/8"", INCLUINDO PORCA E FLANGE";Equipamento;MES;0,7850000;11,20;8,79
